code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,Average_Assesment_Score,Total_no_of_material_use
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,90.0,1391.0
FFF,2013J,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,84.25,2651.0
FFF,2013J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,79.0,2439.0
FFF,2013J,M,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,68.63636363636364,1789.0
FFF,2013J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,67.0,1125.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,51.0,312.0
FFF,2013J,F,North Region,Lower Than A Level,,0-35,0,120,N,Pass,68.58333333333333,1402.0
FFF,2013J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,80.0,542.0
FFF,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,75.08333333333333,4670.0
FFF,2013J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,78.0,114.0
FFF,2013J,M,North Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,64.0,888.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,71.58333333333333,3155.0
FFF,2013J,M,South East Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,81.9,1225.0
FFF,2013J,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,84.41666666666667,4487.0
FFF,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,Y,Withdrawn,74.25,524.0
FFF,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,88.83333333333331,8781.0
FFF,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,81.75,3266.0
FFF,2013J,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,0.0,0.0
FFF,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,84.91666666666667,7045.0
FFF,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0.0,0.0
FFF,2013J,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,54.0,663.0
FFF,2013J,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Distinction,89.33333333333331,5081.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,0.0,0.0
FFF,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Distinction,87.91666666666669,4532.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,61.33333333333334,1628.0
FFF,2013J,M,West Midlands Region,HE Qualification,10-20,0-35,0,150,N,Fail,67.33333333333333,241.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,84.75,2412.0
FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn,0.0,0.0
FFF,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,85.0,1203.0
FFF,2013J,M,North Region,Lower Than A Level,,0-35,0,120,N,Pass,68.54545454545455,2643.0
FFF,2013J,M,North Region,HE Qualification,,0-35,0,60,N,Pass,88.33333333333331,4833.0
FFF,2013J,F,Scotland,HE Qualification,50-60%,0-35,0,90,N,Fail,63.08333333333334,1899.0
FFF,2013J,M,South Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,82.58333333333333,3420.0
FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,67.0,1231.0
FFF,2013J,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Fail,58.0,159.0
FFF,2013J,M,Ireland,Lower Than A Level,,0-35,0,120,N,Distinction,90.66666666666669,2238.0
FFF,2013J,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,74.5,1890.0
FFF,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,68.0,173.0
FFF,2013J,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,70.91666666666667,3129.0
FFF,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,89.16666666666669,2769.0
FFF,2013J,M,North Western Region,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,62.85714285714285,3813.0
FFF,2013J,F,London Region,HE Qualification,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,51.0,239.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,74.0,213.0
FFF,2013J,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,83.58333333333333,5948.0
FFF,2013J,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,80.0,630.0
FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,81.08333333333333,5438.0
FFF,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,74.5,3173.0
FFF,2013J,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,72.66666666666667,1068.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,82.91666666666667,3189.0
FFF,2013J,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,67.0,573.0
FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,76.25,3304.0
FFF,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,81.83333333333333,3605.0
FFF,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,73.63636363636364,1990.0
FFF,2013J,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,78.5,3708.0
FFF,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,87.16666666666669,3193.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,85.16666666666667,2667.0
FFF,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,91.16666666666669,5168.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,84.72727272727273,3568.0
FFF,2013J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,85.16666666666667,3060.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,61.75,1518.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,65.0,1841.0
FFF,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail,65.0,1431.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,69.0,337.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,77.0909090909091,2357.0
FFF,2013J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,60.0,588.0
FFF,2013J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,58.0,740.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,80.91666666666667,1370.0
FFF,2013J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,76.25,1406.0
FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass,78.5,2472.0
FFF,2013J,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Region,Lower Than A Level,,35-55,0,120,N,Pass,93.0,6070.0
FFF,2013J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,82.0,813.0
FFF,2013J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,80.0,176.0
FFF,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,71.25,2060.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,63.0,785.0
FFF,2013J,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,74.83333333333333,1287.0
FFF,2013J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,69.5,1393.0
FFF,2013J,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,84.33333333333333,3696.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,63.111111111111114,1401.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,76.9090909090909,1374.0
FFF,2013J,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,84.83333333333333,5046.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,75.0,2309.0
FFF,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,Fail,0.0,0.0
FFF,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,80.0,469.0
FFF,2013J,F,South West Region,HE Qualification,20-30%,0-35,0,120,N,Distinction,89.91666666666669,4914.0
FFF,2013J,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,81.0,477.0
FFF,2013J,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,64.5,990.0
FFF,2013J,M,London Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,70.66666666666667,2210.0
FFF,2013J,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Pass,83.41666666666667,5071.0
FFF,2013J,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,65.41666666666667,2482.0
FFF,2013J,M,South East Region,No Formal quals,20-30%,0-35,0,150,N,Withdrawn,86.5,1525.0
FFF,2013J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Distinction,87.66666666666669,3076.0
FFF,2013J,F,London Region,Lower Than A Level,70-80%,0-35,0,240,N,Withdrawn,0.0,0.0
FFF,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Pass,66.58333333333333,2570.0
FFF,2013J,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,52.6,507.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,0.0,0.0
FFF,2013J,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,74.0,76.0
FFF,2013J,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,87.66666666666669,6066.0
FFF,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,81.0,2097.0
FFF,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,82.16666666666667,3599.0
FFF,2013J,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,Distinction,92.91666666666669,10207.0
FFF,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,65.75,3435.0
FFF,2013J,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,79.08333333333333,5099.0
FFF,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,84.08333333333333,2778.0
FFF,2013J,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Pass,92.91666666666669,1487.0
FFF,2013J,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,79.25,2615.0
FFF,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,39.8,3629.0
FFF,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,94.0,238.0
FFF,2013J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0.0,0.0
FFF,2013J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,70.0,108.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,65.25,1375.0
FFF,2013J,M,North Region,HE Qualification,,0-35,0,180,N,Pass,59.25,5456.0
FFF,2013J,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,85.33333333333333,5902.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,79.91666666666667,3251.0
FFF,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,68.0,3028.0
FFF,2013J,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,34.0,892.0
FFF,2013J,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,81.41666666666667,2612.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Fail,71.0,2464.0
FFF,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Distinction,90.5,7709.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,82.0,3204.0
FFF,2013J,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,Ireland,Lower Than A Level,,35-55,0,120,N,Pass,86.66666666666669,2485.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Fail,71.58333333333333,2637.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,88.0,1367.0
FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,83.33333333333333,1360.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,75.0,488.0
FFF,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,90.33333333333331,5483.0
FFF,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,68.0,469.0
FFF,2013J,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,90,N,Fail,76.0,795.0
FFF,2013J,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83.91666666666667,2393.0
FFF,2013J,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,75.27272727272727,2040.0
FFF,2013J,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,0.0
FFF,2013J,M,South West Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,90.75,7618.0
FFF,2013J,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,Pass,77.33333333333333,2930.0
FFF,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,150,N,Withdrawn,0.0,0.0
FFF,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,72.0,1961.0
FFF,2013J,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,90,N,Pass,93.75,3354.0
FFF,2013J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,59.08333333333334,1585.0
FFF,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,0.0,0.0
FFF,2013J,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,69.08333333333333,1535.0
FFF,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,0.0,0.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,59.0,333.0
FFF,2013J,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,86.16666666666669,2152.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,Pass,94.91666666666669,4096.0
FFF,2013J,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,69.66666666666667,2273.0
FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,52.33333333333334,716.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,71.0,523.0
FFF,2013J,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Fail,50.0,118.0
FFF,2013J,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction,90.58333333333331,6360.0
FFF,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,78.0,1270.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,82.0,1449.0
FFF,2013J,F,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,70.0,342.0
FFF,2013J,M,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,73.08333333333333,4546.0
FFF,2013J,M,Scotland,No Formal quals,30-40%,35-55,0,90,N,Fail,0.0,0.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,74.0,866.0
FFF,2013J,M,West Midlands Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,87.58333333333331,2256.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,Fail,52.0,273.0
FFF,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,150,N,Distinction,89.33333333333331,4019.0
FFF,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,66.5,682.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,75.83333333333333,3251.0
FFF,2013J,M,North Region,A Level or Equivalent,,35-55,0,60,N,Distinction,88.91666666666669,4899.0
FFF,2013J,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,74.0,3787.0
FFF,2013J,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,Pass,78.41666666666667,4739.0
FFF,2013J,M,London Region,HE Qualification,10-20,35-55,0,180,N,Withdrawn,75.33333333333333,1709.0
FFF,2013J,M,North Region,A Level or Equivalent,,35-55,0,90,Y,Distinction,88.75,2142.0
FFF,2013J,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Fail,57.75,1841.0
FFF,2013J,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,58.0,831.0
FFF,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,0.0,0.0
FFF,2013J,M,North Western Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Pass,77.58333333333333,2337.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,76.0,444.0
FFF,2013J,M,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Fail,57.0,708.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,180,N,Pass,76.25,5849.0
FFF,2013J,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,79.66666666666667,3426.0
FFF,2013J,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,85.08333333333333,7618.0
FFF,2013J,M,North Region,A Level or Equivalent,,35-55,0,90,N,Pass,75.5,2806.0
FFF,2013J,M,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,74.91666666666667,3087.0
FFF,2013J,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,80.08333333333333,1823.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.75,1612.0
FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,0.0,0.0
FFF,2013J,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,90,Y,Fail,70.66666666666667,1972.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,76.75,3265.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,84.91666666666667,2075.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,67.5,2278.0
FFF,2013J,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,120,N,Withdrawn,100.0,361.0
FFF,2013J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,76.33333333333333,1704.0
FFF,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,77.71428571428571,2010.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,74.25,3464.0
FFF,2013J,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,86.58333333333331,3895.0
FFF,2013J,M,Scotland,Lower Than A Level,60-70%,0-35,0,90,Y,Fail,0.0,0.0
FFF,2013J,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,70.83333333333333,3873.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Fail,74.2,1067.0
FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,79.83333333333333,12709.0
FFF,2013J,M,London Region,HE Qualification,60-70%,0-35,0,120,N,Pass,91.25,1790.0
FFF,2013J,M,Ireland,A Level or Equivalent,,35-55,0,120,N,Pass,88.91666666666669,11855.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,83.5,585.0
FFF,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Distinction,86.5,7683.0
FFF,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,96.0,1195.0
FFF,2013J,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,81.66666666666667,4407.0
FFF,2013J,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,64.5,577.0
FFF,2013J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,81.5,5829.0
FFF,2013J,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Fail,84.0,390.0
FFF,2013J,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,50.0,106.0
FFF,2013J,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,92.41666666666669,4609.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,47.33333333333334,424.0
FFF,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,59.16666666666666,3707.0
FFF,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,67.66666666666667,3468.0
FFF,2013J,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,66.0,1052.0
FFF,2013J,F,London Region,HE Qualification,10-20,35-55,0,60,N,Distinction,85.33333333333333,6446.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn,0.0,0.0
FFF,2013J,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,76.08333333333333,3908.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,50.66666666666666,1835.0
FFF,2013J,M,North Region,HE Qualification,,35-55,0,60,N,Pass,87.66666666666669,3726.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,83.83333333333333,3123.0
FFF,2013J,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,63.5,3143.0
FFF,2013J,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail,0.0,0.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,69.36363636363636,3707.0
FFF,2013J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,76.9090909090909,1906.0
FFF,2013J,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,74.18181818181819,1366.0
FFF,2013J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,83.75,2630.0
FFF,2013J,F,Wales,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,87.4,1592.0
FFF,2013J,M,North Western Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,86.08333333333331,5839.0
FFF,2013J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,76.0,3140.0
FFF,2013J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0
FFF,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,75.5,798.0
FFF,2013J,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,93.11111111111113,2594.0
FFF,2013J,M,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,48.0,497.0
FFF,2013J,M,North Region,Lower Than A Level,,0-35,0,90,N,Fail,85.75,2466.0
FFF,2013J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,62.0,1532.0
